"01"	"Shania Twain"	"Strangers In The Night"	""	"00:00"	"Shania Twain - Up! (1999)"
"01"	"Shinehead"	"The Real Rock"	"Reggae"	"04:11"	"Shinehead - The Real Rock (1990)"
"01"	"Shinehead"	"Unity"	""	"00:00"	"Shinehead - Unity (1990)"
"01"	"Silversun Pickups"	"Kissing Families"	"Indie"	"04:51"	"Silversun Pickups - Pikul (2005)"
"01"	"Sister Hazel"	"Change Your Mind"	""	"00:00"	"Sister Hazel - Fortress (2000)"
"01"	"Sleater-Kinney"	"The Ballad of a Ladyman"	""	"03:11"	"Sleater-Kinney - All Hands on the Bad One"
"01"	"Sondre Lerche and the Faces Down Quartet"	"Everyone's Rooting For You"	""	"00:00"	"Sondre Lerche and the Faces Down Quartet - Duper Sessions (2006)"
"01"	"SR-71"	"Axl Rose"	"Punk"	"03:11"	"SR-71 - Here We Go Ageain"
"01"	"Steve Burns"	"Mighty Little Man"	"Alternative"	"04:14"	"Steve Burns - Songs for Dust Mites (2003)"
"01"	"Stevie Ray Vaughan"	"Intro - Ken Dashow/John Hammond"	""	"00:00"	"Stevie Ray Vaughan - Live At Carnegie Hall (1997)"
"01"	"Sufjan Stevens"	"Silent Night"	""	"00:00"	"Sufjan Stevens - Songs for Christmas (2006)"
"01"	"Sufjan Stevens"	"Angels We Have Heard on High"	""	"00:00"	"Sufjan Stevens - Songs for Christmas (2006)"
"01"	"Sufjan Stevens"	"O Come, O Come Emmanuel"	""	"00:00"	"Sufjan Stevens - Songs for Christmas (2006)"
"01"	"Sufjan Stevens"	"The Little Drummer Boy"	""	"00:00"	"Sufjan Stevens - Songs for Christmas (2006)"
